
/* 
 * Runtime Report In Seconds
 */

 2 100000	 6.96e-04 4.05e-04 1.14e-03 7.51e-04 1.17e-03
 2 200000	 2.31e-03 1.58e-03 1.69e-03 1.91e-03 8.93e-04
 4 100000	 5.67e-04 5.09e-04 8.04e-04 7.59e-04 4.62e-04
 4 200000	 1.52e-03 1.28e-03 9.49e-04 1.68e-03 1.58e-03
 6 100000	 7.75e-04 7.97e-04 6.30e-04 8.76e-04 5.92e-04
 6 200000	 1.63e-03 1.70e-03 1.59e-03 1.49e-03 1.37e-03
 8 100000	 1.05e-03 4.45e-04 7.29e-04 1.00e-03 5.25e-04
 8 200000	 1.45e-03 1.50e-03 1.66e-03 1.09e-03 1.17e-03
