
/* 
 * Runtime Report In Seconds
 */

 2 100	 2.30e-05 2.50e-05 9.00e-06 1.20e-05 1.10e-05
 2 200	 1.20e-05 1.20e-05 2.00e-05 9.40e-05 8.00e-06
 4 100	 1.10e-04 5.40e-05 5.30e-05 2.90e-05 7.80e-05
 4 200	 1.60e-05 2.20e-05 1.70e-05 5.89e-04 1.45e-04
 6 100	 3.40e-05 9.00e-05 2.50e-05 9.00e-05 1.07e-04
 6 200	 1.23e-04 1.17e-04 1.40e-04 2.01e-04 2.80e-05
 8 100	 1.14e-04 1.30e-04 2.55e-04 5.50e-05 1.04e-04
 8 200	 1.31e-04 4.70e-05 6.54e-04 2.06e-04 5.00e-05
